Geneid	Chr	Start	End	Strand	Length	hgnc_symbol	percentage_gc_content	transcript_start	transcript_end	transcript_biotype	strand	geneName	Chrom	geneStart	geneEnd
ENSG00000215182	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	1151580;1154228;1155144;1155524;1156149;1156572;1157499;1157723;1158024;1158952;1159271;1161212;1161818;1161977;1162197;1212760;1214008;1214711;1215336;1215713;1216238;1217102;1217614;1217843;1218103;1218694;1219129;1219494;1220100;1220313;1220597;1220921;1221081;1221664	1151699;1154305;1155203;1155785;1156263;1156662;1157609;1157936;1158149;1159069;1159409;1161322;1161887;1162114;1162361;1213750;1214207;1214885;1215586;1215896;1216505;1217280;1217701;1217946;1218134;1218865;1219230;1219531;1220222;1220411;1220716;1220990;1221195;1222364	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5930	MUC5AC	64.69	1151580	1162361	protein_coding	1	MUC5AC	chr11	1151580	1222364
ENSG00000117983	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	1244296;1246911;1247435;1247845;1248261;1248538;1248905;1249750;1250400;1250920;1251235;1251720;1252166;1252653;1253226;1253680;1253874;1254243;1255023;1255435;1255759;1256315;1256533;1257616;1258155;1260101;1261029;1261275;1261408;1262081;1273573;1274039;1275322;1275924;1276271;1276613;1277386;1277901;1278470;1278760;1279329;1279560;1280172;1280753;1281193;1281581;1281856;1282619	1244423;1246967;1247506;1248106;1248375;1248628;1249011;1249995;1250534;1251037;1251373;1251830;1252235;1252790;1253390;1253774;1254000;1254498;1255078;1255535;1255910;1256453;1256643;1257792;1258394;1260796;1261173;1261318;1261605;1272973;1273754;1274210;1275581;1276110;1276496;1276788;1277455;1278001;1278501;1278940;1279433;1279597;1280291;1281072;1281315;1281623;1281958;1283406	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	18611	MUC5B	65.56	1244296	1260771	retained_intron	1	MUC5B	chr11	1244296	1283406
ENSG00000255177	chr11;chr11	1263526;1269180	1263868;1269227	-;-	391		64.74	1263491	1270906	antisense	-1	ENSG00000255177	chr11	1270906	1263491
ENSG00000078902	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	1295601;1304513;1307232;1309854;1311325;1312145;1313056;1316607;1319379;1323814;1327053;1330696	1298483;1304827;1307322;1310006;1311639;1312423;1313400;1317024;1319794;1324020;1327424;1330884	-;-;-;-;-;-;-;-;-;-;-;-	5983	TOLLIP	57.48	1295601	1330852	protein_coding	-1	TOLLIP	chr11	1330884	1295601
ENSG00000267950	chr11	1295809	1296033	+	225		64.44	1295809	1296033	protein_coding	1	ENSG00000267950	chr11	1295809	1296033
ENSG00000255153	chr11	1330999	1331937	+	939	TOLLIP-AS1	60.38	1330999	1331937	antisense	1	TOLLIP-AS1	chr11	1330999	1331937
ENSG00000174672	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	1411129;1430630;1430989;1431673;1432382;1457270;1459536;1462018;1463675;1464336;1464565;1464719;1466201;1466524;1466801;1466987;1469028;1471006;1471817;1472601;1475068;1477578;1477828;1478185;1480422;1481730	1411605;1430861;1431089;1432136;1432863;1457364;1459621;1462158;1463836;1464369;1464633;1464865;1466232;1466688;1466898;1467137;1469093;1471066;1472024;1472649;1475838;1477758;1477917;1478279;1480677;1483919	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6903	BRSK2	63.85	1411129	1483915	protein_coding	1	BRSK2	chr11	1411129	1483919
ENSG00000182208	chr11;chr11;chr11;chr11;chr11;chr11	1490687;1492525;1501623;1502450;1507677;1522307	1491718;1494666;1502115;1502815;1507976;1522477	-;-;-;-;-;-	4504	MOB2	54.17	1490687	1494666	retained_intron	-1	MOB2	chr11	1522477	1490687
ENSG00000184545	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	1575274;1579024;1579342;1580119;1580540;1585081;1586826;1593131	1578804;1579147;1579501;1580285;1580673;1585219;1587166;1593150	-;-;-;-;-;-;-;-	4616	DUSP8	64.11	1575274	1593150	protein_coding	-1	DUSP8	chr11	1593150	1575274
ENSG00000233930	chr11;chr11;chr11;chr11;chr11	1592583;1593971;1594487;1594879;1618478	1592816;1594298;1594703;1595093;1620414	+;+;+;+;+	2931	KRTAP5-AS1	51.87	1592583	1618813	antisense	1	KRTAP5-AS1	chr11	1592583	1620414
ENSG00000205869	chr11	1605572	1606513	-	942	KRTAP5-1	64.76	1605572	1606513	protein_coding	-1	KRTAP5-1	chr11	1606513	1605572
ENSG00000205867	chr11	1618409	1619524	-	1116	KRTAP5-2	59.41	1618409	1619524	protein_coding	-1	KRTAP5-2	chr11	1619524	1618409
ENSG00000196224	chr11	1628795	1629693	-	899	KRTAP5-3	63.29	1628795	1629693	protein_coding	-1	KRTAP5-3	chr11	1629693	1628795
ENSG00000241598	chr11	1642188	1643368	-	1181	KRTAP5-4	58.59	1642188	1643368	protein_coding	-1	KRTAP5-4	chr11	1643368	1642188
ENSG00000185940	chr11	1651033	1652160	+	1128	KRTAP5-5	61.97	1651033	1652160	protein_coding	1	KRTAP5-5	chr11	1651033	1652160
ENSG00000231487	chr11;chr11	1683814;1684541	1684368;1684573	-;-	588		48.68	1683814	1684573	lincRNA	-1	ENSG00000231487	chr11	1684573	1683814
ENSG00000205866	chr11;chr11;chr11	1686827;1687665;1687932	1686994;1687773;1689086	+;+;+	1432	FAM99A	62.92	1686827	1689086	processed_transcript	1	FAM99A	chr11	1686827	1689086
ENSG00000256528	chr11;chr11;chr11;chr11	1687097;1687424;1687456;1687472	1687422;1687453;1687470;1689085	+;+;+;+	1985		62.54	1687097	1689085	pseudogene	1	ENSG00000256528	chr11	1687097	1689085
ENSG00000205865	chr11;chr11;chr11	1704499;1705424;1706668	1705264;1705532;1706859	-;-;-	1067	FAM99B	66.07	1704499	1706859	antisense	-1	FAM99B	chr11	1706859	1704499
ENSG00000227306	chr11;chr11	1709527;1709733	1709559;1710286	+;+	587		48.95	1709527	1710286	lincRNA	1	ENSG00000227306	chr11	1709527	1710286
ENSG00000205864	chr11	1718425	1718985	+	561	KRTAP5-6	61.5	1718425	1718985	protein_coding	1	KRTAP5-6	chr11	1718425	1718985
ENSG00000244242	chr11;chr11;chr11	1753640;1768897;1771589	1756659;1770427;1771821	-;-;-	4784	IFITM10	55.19	1753640	1771810	nonsense_mediated_decay	-1	IFITM10	chr11	1771821	1753640
ENSG00000250644	chr11;chr11;chr11;chr11;chr11;chr11	1768897;1775033;1775224;1776136;1778554;1780199	1769349;1775131;1775368;1776258;1778786;1780281	-;-;-;-;-;-	1136		64.63	1768897	1780281	protein_coding	-1	ENSG00000250644	chr11	1780281	1768897
ENSG00000117984	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	1773982;1775033;1776132;1778554;1780199;1780746;1782539;1783363;1785022	1774900;1775485;1776578;1778786;1780317;1780869;1782770;1783633;1785222	-;-;-;-;-;-;-;-;-	2999	CTSD	64.35	1773982	1785222	protein_coding	-1	CTSD	chr11	1785222	1773982
ENSG00000235027	chr11;chr11	1781578;1782549	1782424;1783716	+;+	2015		63.53	1781578	1783716	antisense	1	ENSG00000235027	chr11	1781578	1783716
ENSG00000229512	chr11;chr11	1784239;1784772	1784282;1784979	-;-	252		67.61	1784239	1784979	sense_intronic	-1	ENSG00000229512	chr11	1784979	1784239
ENSG00000265587	chr11	1785161	1785255	+	95		81.05	1785161	1785255	miRNA	1	ENSG00000265587	chr11	1785161	1785255
ENSG00000230834	chr11;chr11	1798160;1799526	1798404;1799618	-;-	338		60.45	1798160	1799618	lincRNA	-1	ENSG00000230834	chr11	1799618	1798160
ENSG00000230980	chr11	1813783	1814100	+	318		48.74	1813783	1814100	processed_pseudogene	1	ENSG00000230980	chr11	1813783	1814100
ENSG00000230080	chr11	1824119	1825325	-	1207		59.49	1824119	1825325	processed_pseudogene	-1	ENSG00000230080	chr11	1825325	1824119
ENSG00000149043	chr11;chr11;chr11;chr11;chr11;chr11	1848709;1849537;1849772;1852317;1855022;1858187	1848858;1849623;1849943;1853126;1858091;1858751	+;+;+;+;+;+	4854	SYT8	63.32	1849537	1857164	protein_coding	1	SYT8	chr11	1848709	1858751
ENSG00000130598	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	1860219;1860711;1860905;1861079;1861424;1861758;1862049;1862261;1862686	1860263;1860757;1860934;1861085;1861674;1861965;1862138;1862437;1862910	+;+;+;+;+;+;+;+;+	1080	TNNI2	65.12	1860219	1862908	protein_coding	1	TNNI2	chr11	1860219	1862910
ENSG00000130592	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	1874200;1884476;1885402;1886395;1887695;1889903;1890374;1890872;1891380;1891474;1897707;1901317;1901907;1902662;1904649;1905162;1905510;1905618;1907962;1908467;1908704;1913003	1874427;1884844;1885464;1886492;1888141;1890216;1890463;1890959;1891438;1892642;1897875;1901454;1902593;1902826;1904790;1905254;1905553;1905811;1908096;1908575;1908806;1913497	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5399	LSP1	61.64	1874200	1913493	protein_coding	1	LSP1	chr11	1874200	1913497
ENSG00000264493	chr11	1880694	1880766	-	73	MIR4298	56.16	1880694	1880766	miRNA	-1	MIR4298	chr11	1880766	1880694
ENSG00000249086	chr11;chr11	1885407;1887734	1885572;1887897	+;+	330		65.03	1885407	1887897	sense_overlapping	1	ENSG00000249086	chr11	1885407	1887897
ENSG00000184682	chr11	1910375	1912084	-	1710	C11orf89	68.19	1910375	1912084	protein_coding	-1	C11orf89	chr11	1912084	1910375
ENSG00000229671	chr11;chr11;chr11	1923877;1924334;1929062	1923954;1924486;1929145	+;+;+	315		48.91	1923877	1929145	lincRNA	1	ENSG00000229671	chr11	1923877	1929145
ENSG00000130595	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	1940792;1942589;1944087;1944278;1944785;1946148;1946486;1946601;1947700;1947925;1950298;1951040;1953699;1954951;1955103;1955562;1955776;1956059;1957444;1958193;1959430;1959668	1940992;1942849;1944121;1944291;1944802;1946346;1946528;1946607;1947711;1947939;1950373;1951058;1953744;1955067;1955238;1955675;1955885;1956811;1957484;1958233;1959498;1959936	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2596	TNNT3	61.18	1940792	1959936	protein_coding	1	TNNT3	chr11	1940792	1959936
ENSG00000252187	chr11	1941339	1941488	-	150		61.33	1941339	1941488	miRNA	-1	ENSG00000252187	chr11	1941488	1941339
ENSG00000214026	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	1968508;1968784;1970770;1972129;1973357;1974012;1976807;1977486;1983469;1993789;2005668	1968609;1968808;1971391;1972251;1973439;1974552;1977011;1977839;1984068;1994023;2005752	+;+;+;+;+;+;+;+;+;+;+	2975	MRPL23	62.94	1968508	1977839	protein_coding	1	MRPL23	chr11	1968508	2005752
ENSG00000226416	chr11;chr11;chr11;chr11	2004467;2006080;2006673;2011056	2005915;2006212;2006871;2011150	-;-;-;-	1876	MRPL23-AS1	64.03	2004467	2011150	antisense	-1	MRPL23-AS1	chr11	2011150	2004467
ENSG00000232987	chr11;chr11;chr11	2012326;2013168;2014485	2012489;2013510;2014699	+;+;+	722		62.47	2012326	2014699	lincRNA	1	ENSG00000232987	chr11	2012326	2014699
ENSG00000130600	chr11;chr11;chr11;chr11	2016406;2017517;2017744;2022448	2017421;2017697;2019105;2022700	-;-;-;-	2812	H19	62.14	2016406	2017421	lincRNA	-1	H19	chr11	2022700	2016406
ENSG00000211502	chr11	2017980	2018074	-	95	NA	NA	NA	NA	NA	NA	ENSG00000211502	chr11	NA	NA
ENSG00000167244	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	2150342;2154747;2156597;2158418;2158783;2159459;2161365;2162087;2168796;2170356;2182015;2182398	2154453;2154904;2156763;2158535;2158885;2160619;2161529;2162468;2169040;2170833;2182218;2182439	-;-;-;-;-;-;-;-;-;-;-;-	7335	IGF2	60.44	2150342	2158520	protein_coding	-1	IGF2	chr11	2170833	2150342
ENSG00000240801	chr11;chr11	2150351;2151151	2150679;2151194	-;-	373		61.14	2150351	2151194	processed_transcript	-1	ENSG00000240801	chr11	2151194	2150351
ENSG00000129965	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	2153768;2154747;2156597;2167853;2168796;2170164;2179497;2182015;2182398	2154453;2154895;2156759;2167975;2169037;2170575;2179888;2182218;2182439	-;-;-;-;-;-;-;-;-	2413	INS-IGF2	61.19	2153768	2182439	nonsense_mediated_decay	-1	INS-IGF2	chr11	2182439	2153768
ENSG00000207805	chr11	2155364	2155439	-	76	MIR483	60.53	2155364	2155439	miRNA	-1	MIR483	chr11	2155439	2155364
ENSG00000099869	chr11;chr11	2161731;2167475	2162177;2169894	+;+	2867	IGF2-AS	57.5	2161731	2169872	antisense	1	IGF2-AS	chr11	2161731	2169894
ENSG00000254647	chr11;chr11	2181009;2182015	2181227;2182571	-;-	776	INS	64.81	2181009	2182434	protein_coding	-1	INS	chr11	2182571	2181009
ENSG00000180176	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	2185159;2186462;2186898;2187083;2187863;2188117;2188665;2189321;2189721;2190880;2191920;2192915	2185622;2186595;2186993;2187779;2188004;2188506;2189163;2189409;2189956;2191101;2192000;2193107	-;-;-;-;-;-;-;-;-;-;-;-	3243	TH	65.25	2185159	2193035	protein_coding	-1	TH	chr11	2193107	2185159
ENSG00000265258	chr11	2194293	2194368	+	76	MIR4686	61.84	2194293	2194368	miRNA	1	MIR4686	chr11	2194293	2194368
ENSG00000183734	chr11;chr11	2289725;2290963	2290356;2292182	-;-	1852	ASCL2	69.57	2289725	2292182	protein_coding	-1	ASCL2	chr11	2292182	2289725
ENSG00000110665	chr11;chr11;chr11;chr11;chr11	2316875;2320655;2321750;2321914;2324112	2319151;2320937;2321843;2323290;2324279	-;-;-;-;-	4199	C11orf21	60.61	2316875	2323290	protein_coding	-1	C11orf21	chr11	2324279	2316875
ENSG00000064201	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	2323227;2323938;2324640;2325337;2328175;2329966;2330551;2331219;2334884;2335715;2338574;2339093	2323452;2324188;2324711;2325434;2328220;2330040;2330740;2331248;2334985;2337897;2338755;2339430	+;+;+;+;+;+;+;+;+;+;+;+	3793	TSPAN32	63.03	2323227	2331248	nonsense_mediated_decay	1	TSPAN32	chr11	2323227	2339430
ENSG00000207308	chr11	2342948	2343057	+	110	RNU6-878P	43.64	2342948	2343057	snRNA	1	RNU6-878P	chr11	2342948	2343057
ENSG00000238184	chr11;chr11;chr11	2349979;2356141;2398816	2351004;2356249;2399222	-;-;-	1542		50.77	2349979	2399219	processed_transcript	-1	ENSG00000238184	chr11	2399222	2349979
ENSG00000236264	chr11	2356365	2357001	-	637	RPL26P30	45.58	2356362	2357006	processed_transcript	-1	RPL26P30	chr11	2357006	2356362
ENSG00000199550	chr11	2393868	2393980	+	113		46.02	2393868	2393980	misc_RNA	1	ENSG00000199550	chr11	2393868	2393980
ENSG00000110651	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	2397407;2398051;2398524;2400386;2403690;2405880;2406896;2407287;2411325;2411642;2412305;2416080	2397587;2398150;2398845;2400436;2403780;2405912;2407036;2407869;2411413;2411756;2415422;2418627	+;+;+;+;+;+;+;+;+;+;+;+	7372	CD81	63.44	2397407	2417130	protein_coding	1	CD81	chr11	2397407	2418649
ENSG00000184281	chr11;chr11;chr11;chr11	2421718;2422248;2423069;2423841	2422028;2422715;2423680;2425106	+;+;+;+	2657	TSSC4	62.64	2421718	2425106	protein_coding	1	TSSC4	chr11	2421718	2425106
ENSG00000230483	chr11;chr11	2425745;2429054	2426063;2429138	+;+	404		64.79	2425745	2429138	antisense	1	ENSG00000230483	chr11	2425745	2429138
ENSG00000070985	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	2425745;2426757;2427249;2427891;2428349;2428989;2432582;2432865;2433365;2433984;2434364;2434706;2435291;2435945;2436137;2436351;2437136;2438957;2439397;2439757;2441452;2442256;2443371;2444150	2426276;2426823;2427345;2428023;2428530;2429142;2432756;2432997;2433483;2434242;2434456;2434818;2435436;2436068;2436277;2436701;2437254;2439059;2439588;2439821;2441635;2442428;2443551;2444275	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3962	TRPM5	63.7	2425745	2444242	protein_coding	-1	TRPM5	chr11	2444275	2425745
ENSG00000053918	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	2465914;2466221;2482666;2483117;2542709;2549158;2591858;2592555;2593243;2594076;2604665;2606442;2608800;2609943;2683191;2790074;2797190;2798216;2798805;2799206;2868997	2465938;2466714;2482944;2483207;2542800;2549248;2591984;2592633;2593339;2594216;2604775;2606537;2608922;2610084;2683311;2790149;2797284;2798262;2799043;2799267;2870221	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3853	KCNQ1	51.55	2465914	2594136	protein_coding	1	KCNQ1	chr11	2465914	2870339
ENSG00000269821	chr11	2629558	2721224	-	91667	KCNQ1OT1	43.72	2629558	2721224	antisense	-1	KCNQ1OT1	chr11	2721224	2629558
ENSG00000236041	chr11	2792586	2792807	+	222		45.5	2792586	2792807	processed_pseudogene	1	ENSG00000236041	chr11	2792586	2792807
ENSG00000229414	chr11;chr11;chr11	2861365;2879973;2882220	2861672;2880169;2882798	-;-;-	1084	KCNQ1-AS1	60.2	2861365	2882798	antisense	-1	KCNQ1-AS1	chr11	2882798	2861365
ENSG00000237941	chr11;chr11	2891263;2893075	2892094;2893335	+;+	1093	KCNQ1DN	60.97	2891263	2893335	antisense	1	KCNQ1DN	chr11	2891263	2893335
ENSG00000129757	chr11;chr11	2904443;2905229	2905145;2907111	-;-	2586	CDKN1C	67.44	2904443	2906979	protein_coding	-1	CDKN1C	chr11	2907111	2904443
ENSG00000254827	chr11;chr11;chr11;chr11;chr11	2909010;2910538;2920626;2923814;2924689	2909865;2910660;2921020;2923939;2924970	-;-;-;-;-	1782	SLC22A18AS	59.05	2909010	2924970	protein_coding	-1	SLC22A18AS	chr11	2924970	2909010
ENSG00000110628	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	2920951;2923423;2923650;2924344;2929463;2930426;2930808;2937376;2938178;2939218;2940136;2940537;2942582;2943198;2943666;2946240	2921036;2923594;2923948;2924719;2929560;2930586;2931048;2937970;2938253;2939325;2940238;2942468;2943056;2943433;2943786;2946476	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5316	SLC22A18	61.48	2920951	2946476	protein_coding	1	SLC22A18	chr11	2920951	2946476
ENSG00000181649	chr11;chr11	2949503;2950126	2949897;2950685	-;-	955	PHLDA2	65	2949503	2950685	protein_coding	-1	PHLDA2	chr11	2950685	2949503
ENSG00000205531	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	2965667;2970457;2972199;2972489;2973010;2975531;2976974;2979617;2981000;2985910;2991033;2992678;2993332;2997254;2999514;3000437;3002932;3004976;3009307;3010359;3012139;3013024;3013459	2966876;2970494;2972246;2972545;2973999;2975876;2977020;2980164;2981361;2985981;2991164;2992764;2993509;2997353;2999572;3000467;3003029;3005043;3009356;3010501;3012222;3013332;3013607	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5206	NAP1L4	44.27	2965667	3013607	protein_coding	-1	NAP1L4	chr11	3013607	2965667
ENSG00000224636	chr11;chr11	2965668;2966434	2965895;2966753	+;+	548	NA	NA	NA	NA	NA	NA	ENSG00000224636	chr11	NA	NA
ENSG00000207008	chr11	2985001	2985123	-	123	SNORA54	49.59	2985001	2985123	snoRNA	-1	SNORA54	chr11	2985123	2985001
ENSG00000183562	chr11	3011093	3012563	+	1471		38.82	3011093	3012563	protein_coding	1	ENSG00000183562	chr11	3011093	3012563
ENSG00000110619	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3022152;3023192;3026596;3028109;3033425;3037011;3038336;3039850;3040369;3041450;3047906;3059280;3060424;3061065;3061678;3062126;3063395;3068983;3076107;3078573	3022478;3023830;3026663;3030763;3033506;3037079;3039770;3039979;3040497;3041562;3050673;3059429;3060522;3061318;3061811;3062261;3063560;3069231;3076269;3078843	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10037	CARS	52.02	3022152	3078667	protein_coding	-1	CARS	chr11	3078843	3022152
ENSG00000247473	chr11;chr11	3050624;3062010	3052806;3062490	+;+	2664	CARS-AS1	47.1	3050624	3062490	antisense	1	CARS-AS1	chr11	3050624	3062490
ENSG00000201616	chr11	3069589	3069751	-	163	RNU1-91P	46.01	3069589	3069751	snRNA	-1	RNU1-91P	chr11	3069751	3069589
ENSG00000236710	chr11;chr11	3105623;3106282	3105960;3106673	-;-	730		49.86	3105623	3106673	processed_pseudogene	-1	ENSG00000236710	chr11	3106673	3105623
ENSG00000021762	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3108346;3111076;3111788;3113662;3114097;3114615;3114976;3115467;3121388;3122833;3123413;3124469;3125423;3128493;3129001;3140777;3141651;3143034;3147703;3150243;3167410;3182148;3185170;3186446;3186741;3187855	3109573;3111178;3111952;3113788;3114282;3114893;3115065;3116109;3121486;3122929;3123511;3124550;3125607;3128685;3129175;3141217;3141854;3143658;3147874;3150559;3167891;3182623;3185653;3186584;3187000;3187969	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7466	OSBPL5	57	3108346	3116109	protein_coding	-1	OSBPL5	chr11	3187969	3108346
ENSG00000234791	chr11;chr11	3210776;3210940	3210848;3211159	+;+	293		57.29	3210776	3211159	antisense	1	ENSG00000234791	chr11	3210776	3211159
ENSG00000182170	chr11	3239174	3240043	-	870	MRGPRG	68.39	3239174	3240043	protein_coding	-1	MRGPRG	chr11	3240043	3239174
ENSG00000236301	chr11;chr11;chr11;chr11	3239562;3240930;3241457;3242800	3239789;3241018;3241589;3244361	+;+;+;+	2012	MRGPRG-AS1	61.85	3239562	3244361	antisense	1	MRGPRG-AS1	chr11	3239562	3244361
ENSG00000224513	chr11;chr11;chr11	3247291;3247546;3253843	3247412;3247632;3254068	+;+;+	435		61.85	3247291	3254068	antisense	1	ENSG00000224513	chr11	3247291	3254068
ENSG00000184350	chr11;chr11	3248883;3253371	3250090;3253616	-;-	1454	MRGPRE	62.68	3248928	3253616	protein_coding	-1	MRGPRE	chr11	3253616	3248928
ENSG00000236987	chr11	3297275	3297620	+	346	NDUFA5P8	41.91	3297275	3297620	processed_pseudogene	1	NDUFA5P8	chr11	3297275	3297620
ENSG00000232390	chr11	3343092	3343432	+	341	NDUFA5P1	42.23	3343092	3343432	processed_pseudogene	1	NDUFA5P1	chr11	3343092	3343432
ENSG00000254592	chr11;chr11	3357951;3361173	3358045;3361860	+;+	783		51.89	3357951	3361860	antisense	1	ENSG00000254592	chr11	3357951	3361860
ENSG00000005801	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	3360491;3379157;3381950;3382973;3383206;3383763;3384548;3387921;3390022;3390471;3392173;3392807;3394807;3396727;3398847;3400268	3361052;3381795;3382018;3383119;3383303;3384061;3384621;3388349;3390085;3390732;3392377;3392933;3394905;3396892;3399130;3400448	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5705	ZNF195	41.43	3360491	3400363	protein_coding	-1	ZNF195	chr11	3400448	3360491
